Date,Open,High,Low,Close,Adj Close,Volume
2011/5/9,12.42357063,12.47142887,12.37607098,12.41428566,10.64357853,204747200
2011/5/10,12.46035671,12.48892879,12.38071442,12.48035717,10.70022392,282091600
2011/5/11,12.46500015,12.5,12.32999992,12.40107059,10.63224602,336000000
2011/5/12,12.36142921,12.39714336,12.22392941,12.37749958,10.61203671,322000000
2011/5/13,12.34500027,12.36607075,12.15535736,12.16071415,10.4261713,326116000
2011/5/16,12.11428642,12.18642902,11.87857056,11.90357113,10.2057066,449775200
2011/5/17,11.8571434,12.00500011,11.8117857,12.00500011,10.29267025,452334400
2011/5/18,12.01678562,12.18035698,12,12.13821411,10.40688038,334776400
2011/5/19,12.21714306,12.22892857,12.09535694,12.16178608,10.4270916,261170000
2011/5/20,12.12714291,12.17678642,11.96500015,11.97214317,10.26449966,337968400
2011/5/23,11.78464317,11.9992857,11.76500034,11.94285679,10.23938751,383600000
2011/5/24,11.9821434,11.99642944,11.83357143,11.86392879,10.1717205,321927200
2011/5/25,11.90821362,12.09142876,11.88749981,12.02785683,10.31226444,294224000
2011/5/26,11.99892902,12.03178596,11.94392872,11.96428585,10.25775909,222560800
2011/5/27,11.95714283,12.05821419,11.93964291,12.05035686,10.33155537,203599200
2011/5/31,12.18214321,12.42249966,12.17857075,12.42249966,10.6506176,417754400
2011/6/1,12.45964336,12.57607079,12.30892944,12.33964252,10.57958031,554682800
2011/6/2,12.375,12.4278574,12.29642868,12.36071396,10.59764385,338783200
2011/6/3,12.25642872,12.33321381,12.21464252,12.26571369,10.51619434,313250000
2011/6/6,12.34642887,12.39464283,12.06464291,12.0728569,10.35084629,461941200
2011/6/7,12.07750034,12.07928562,11.85357094,11.85857105,10.16712189,529785200
2011/6/8,11.84928608,11.95714283,11.80892944,11.86571407,10.17325115,333723600
2011/6/9,11.90178585,11.91678619,11.8125,11.83892918,10.15028572,275088800
2011/6/10,11.80535698,11.84500027,11.62535667,11.63928604,9.979118347,433955200
2011/6/13,11.68571377,11.72535706,11.60964298,11.66428566,10.00055218,329473200
2011/6/14,11.78571415,11.90178585,11.76107121,11.87285709,10.17937565,334569200
2011/6/15,11.77678585,11.79642868,11.60285664,11.6696434,10.00514507,399196000
2011/6/16,11.67500019,11.73857117,11.36892891,11.61285686,9.956457138,510591200
2011/6/17,11.74964333,11.75892925,11.40571404,11.43785667,9.806418419,615020000
2011/6/20,11.33428574,11.34642887,11.08928585,11.26142883,9.655154228,640645600
2011/6/21,11.31000042,11.63571358,11.25714302,11.61785698,9.960745811,493382400
2011/6/22,11.61285686,11.74642944,11.51357079,11.52178574,9.878377914,390583200
2011/6/23,11.39071369,11.84607124,11.36142921,11.82964325,10.14232349,559759200
2011/6/24,11.83464336,11.89821434,11.61035728,11.65535736,9.992894173,439807200
2011/6/27,11.69964314,11.92500019,11.6875,11.85857105,10.16712189,339813600
2011/6/28,11.91607094,12.02499962,11.90857124,11.97357082,10.26572132,294299600
2011/6/29,12.0014286,12.01321411,11.85285664,11.93000031,10.2283659,352545200
2011/6/30,11.95357132,12.00464344,11.88714314,11.98821354,10.27827644,322954800
2011/7/1,11.99821377,12.2678566,11.93571377,12.25928593,10.51068592,435313200
2011/7/5,12.25,12.49392891,12.2321434,12.47964287,10.69960976,355054000
2011/7/6,12.46249962,12.64642906,12.38249969,12.56285667,10.77095318,444626000
2011/7/7,12.66678619,12.78571415,12.6428566,12.75714302,10.93752861,399663600
2011/7/8,12.61928558,12.8571434,12.57857132,12.84678555,11.01438808,489633200
2011/7/11,12.72642899,12.84892941,12.60071373,12.6428566,10.83954525,442674400
2011/7/12,12.62607098,12.77428627,12.45071411,12.63392925,10.83189011,451609200
2011/7/13,12.79749966,12.8571434,12.72785664,12.78642941,10.96263885,391638800
2011/7/14,12.89321423,12.91464329,12.72642899,12.77750015,10.95498371,430533600
2011/7/15,12.89892864,13.03571415,12.82750034,13.03285694,11.17391777,484467200
2011/7/18,13.05107117,13.38035679,13.04571438,13.35000038,11.44582367,572653200
2011/7/19,13.5,13.52321434,13.33285713,13.45892906,11.539217,819145600
2011/7/20,14.14714336,14.15250015,13.78571415,13.81785679,11.84694862,941340400
2011/7/21,13.81964302,13.93071365,13.71071434,13.83178616,11.85889053,526534400
2011/7/22,13.86857128,14.10892868,13.84821415,14.04642868,12.04291725,516728800
2011/7/25,13.94107056,14.28571415,13.91499996,14.2321434,12.20214462,589806000
2011/7/26,14.28571415,14.44642925,14.27428627,14.40750027,12.35248661,476582400
2011/7/27,14.30678558,14.38000011,14.00535679,14.02107143,12.02117634,659324400
2011/7/28,13.98642921,14.17821407,13.86178589,13.99357128,11.99759674,594034000
2011/7/29,13.84428596,14.11250019,13.71428585,13.945714,11.95656776,632584400
2011/8/1,14.20642853,14.2678566,14.01321411,14.1696434,12.14855671,612836000
2011/8/2,14.20178604,14.21071434,13.86964321,13.88964272,11.9084959,639539600
2011/8/3,13.96357059,14.05535698,13.65142918,14.02035713,12.02056599,732508000
2011/8/4,13.90750027,13.97571373,13.47678566,13.47749996,11.55513954,871407600
2011/8/5,13.58714294,13.69642925,12.94892883,13.34357071,11.44031143,1204590800
2011/8/8,12.91749954,13.1346426,12.60785675,12.6146431,10.81535721,1143833600
2011/8/9,12.90357113,13.37892914,12.67857075,13.35750008,11.45225143,1082583600
2011/8/10,13.25535679,13.38035679,12.94642925,12.98892879,11.13625526,878656800
2011/8/11,13.23285675,13.40892887,13.02571392,13.34642887,11.44276428,741969200
2011/8/12,13.50249958,13.55857086,13.3653574,13.46392918,11.54350185,528976000
2011/8/15,13.55821419,13.74892902,13.50321388,13.69321442,11.74008179,460544000
2011/8/16,13.6257143,13.69178581,13.43071365,13.58857059,11.65036869,498750000
2011/8/17,13.65392876,13.73285675,13.5,13.58714294,11.64914608,442061200
2011/8/18,13.24428558,13.30892944,12.90607071,13.07321358,11.20851517,851435200
2011/8/19,12.93464279,13.1071434,12.71428585,12.71535683,10.90170574,775888400
2011/8/22,13.01821423,13.03142929,12.68178558,12.72999954,10.9142561,535315200
2011/8/23,12.86785698,13.34428596,12.75,13.34285736,11.43970203,656835200
2011/8/24,13.33821392,13.53428555,13.23571396,13.43500042,11.5187006,626267600
2011/8/25,13.03857136,13.40892887,13.03571415,13.34714317,11.44337559,871346000
2011/8/26,13.25607109,13.70714283,13.24285698,13.69928646,11.74529076,641477200
2011/8/29,13.86357117,13.9821434,13.8571434,13.92749977,11.94095325,405269200
2011/8/30,13.86607075,13.99428558,13.79321384,13.92821407,11.94156265,417922400
2011/8/31,13.94892883,14.00285721,13.63785744,13.74392891,11.78356266,522586400
2011/9/1,13.77928638,13.83357143,13.59714317,13.60821438,11.66720772,343725200
2011/9/2,13.38357067,13.5,13.27964306,13.35892868,11.45347881,438939200
2011/9/6,13.12035656,13.58321381,13.08857059,13.56214333,11.62770748,509698000
2011/9/7,13.77000046,13.77142906,13.6428566,13.71178627,11.7560091,350576800
2011/9/8,13.65714264,13.87892914,13.65392876,13.71928596,11.76243782,416158400
2011/9/9,13.71178627,13.78571415,13.3935709,13.4814291,11.55850506,564813200
2011/9/12,13.32142925,13.60285664,13.28214264,13.56928635,11.63383389,467832400
2011/9/13,13.64785671,13.79321384,13.5803566,13.73642921,11.77713585,440560400
2011/9/14,13.8221426,14.00749969,13.77714252,13.90357113,11.92043591,534724400
2011/9/15,13.97964287,14.05928612,13.92500019,14.03428555,12.03250694,417818800
2011/9/16,14.1264286,14.30357075,14.10821438,14.30357075,12.26338387,698513200
2011/9/19,14.17857075,14.758214,14.11428642,14.70107079,12.60418701,823860800
2011/9/20,14.8303566,15.10214329,14.68535709,14.76607132,12.65991688,775754000
2011/9/21,14.98714256,15.05678558,14.71428585,14.71928596,12.61980247,605976000
2011/9/22,14.32250023,14.63642883,14.16785717,14.35071373,12.30379868,968480800
2011/9/23,14.29571438,14.52642918,14.28035736,14.43928623,12.37974167,546277200
2011/9/26,14.28071404,14.4278574,13.97500038,14.39892864,12.3451376,812876400
2011/9/27,14.59749985,14.61607075,14.21642876,14.25928593,12.22541714,632497600
2011/9/28,14.29249954,14.41928577,14.16107082,14.17892933,12.15651798,429637600
2011/9/29,14.35428619,14.3646431,13.79321384,13.94892883,11.95932674,651086800
2011/9/30,13.82571411,13.88892937,13.61357117,13.61857128,11.67609119,547640800
2011/10/3,13.58464336,13.66571426,13.32750034,13.37857056,11.4703207,669099200
2011/10/4,13.37749958,13.63571358,12.65142918,13.30357075,11.40601635,1233677200
2011/10/5,13.13785744,13.56499958,12.86785698,13.50892925,11.58208179,786469600
2011/10/6,13.33321381,13.74214268,13.27857113,13.47749996,11.55513954,812582400
2011/10/7,13.42071438,13.49071407,13.16035748,13.20714283,11.32334518,535458000
2011/10/10,13.53892899,13.88607121,13.50749969,13.88607121,11.90543365,442514800
2011/10/11,14.02035713,14.39928627,13.9821434,14.29607105,12.25695419,605687600
2011/10/12,14.54785728,14.61607075,14.29071426,14.36392879,12.31513119,622286000
2011/10/13,14.46357059,14.58678627,14.38749981,14.58678627,12.50620174,426185200
2011/10/14,14.88678646,15.07142925,14.8310709,15.07142925,12.92171764,573367200
2011/10/17,15.06214333,15.23928642,14.85499954,14.99964333,12.86017227,686044800
2011/10/18,15.06285667,15.17178631,14.85678577,15.07999992,12.92906857,881602400
2011/10/19,14.33392906,14.58642864,14.20714283,14.23642921,12.20581913,1104059600
2011/10/20,14.28571415,14.29821396,14.07892895,14.11821365,12.10446358,549270400
2011/10/21,14.21785736,14.25500011,13.9553566,14.03107071,12.02974892,621244400
2011/10/24,14.14928627,14.5178566,14.12142944,14.491786,12.42474937,502138000
2011/10/25,14.46535683,14.51964283,14.19214344,14.2060709,12.17979145,430427200
2011/10/26,14.34857082,14.37678623,14.04107094,14.30714321,12.26644611,456304800
2011/10/27,14.55571365,14.6071434,14.35321426,14.45321369,12.39168167,494664800
2011/10/28,14.3928566,14.51249981,14.37535667,14.46249962,12.39964294,322842800
2011/10/31,14.37214279,14.61892891,14.32321358,14.45642853,12.39443684,385501200
2011/11/1,14.19321442,14.2678566,14.04357147,14.16107082,12.14120674,531790000
2011/11/2,14.28892899,14.30142879,14.11107063,14.19321442,12.16876602,327350800
2011/11/3,14.25249958,14.40714264,14.11999989,14.39535713,12.34207821,441386400
2011/11/4,14.35821438,14.40857124,14.25571442,14.29428577,12.25542259,302229200
2011/11/7,14.28250027,14.28571415,14.14750004,14.27607059,12.23980427,270275600
2011/11/8,14.3646431,14.57142925,14.34142876,14.508214,12.43883514,400442000
2011/11/9,14.17749977,14.31750011,14.07964325,14.11714268,12.10354424,558684000
2011/11/10,14.17964268,14.1860714,13.64821434,13.75785732,11.79550934,744752400
2011/11/11,13.80749989,13.88214302,13.58071423,13.73642921,11.77713585,653786000
2011/11/14,13.6971426,13.75892925,13.50714302,13.54500008,11.61301041,432905200
2011/11/15,13.60000038,13.91071415,13.55178642,13.88678646,11.90604591,430810800
2011/11/16,13.90178585,13.96928596,13.72571373,13.741786,11.78172588,349210400
2011/11/17,13.71357059,13.73499966,13.41071415,13.47892857,11.55636501,479900400
2011/11/18,13.53285694,13.57107067,13.38857079,13.39071369,11.48073101,371938000
2011/11/21,13.22857094,13.27428627,13.06821442,13.17892933,11.29915619,447980400
2011/11/22,13.2507143,13.49750042,13.24785709,13.44678593,11.52880383,409021200
2011/11/23,13.37535667,13.42285728,13.10285664,13.10678577,11.23730183,428271200
2011/11/25,13.15785694,13.25535679,12.97571373,12.98464298,11.13258076,254760800
2011/11/28,13.29821396,13.45428562,13.22607136,13.43285656,11.51686478,346413200
2011/11/29,13.42285728,13.52964306,13.22142887,13.32857132,11.42745495,375855200
2011/11/30,13.61750031,13.65285683,13.51071358,13.64999962,11.70303345,405938400
2011/12/1,13.66214275,13.8928566,13.59821415,13.85464287,11.87848759,387181200
2011/12/2,13.92249966,14.05821419,13.87785721,13.91785717,11.93268394,379055600
2011/12/5,14.05321407,14.15750027,13.94250011,14.03607082,12.03403759,357210000
2011/12/6,14.01821423,14.09392929,13.90642929,13.96249962,11.97096157,283598000
2011/12/7,13.92607117,13.96214294,13.81285667,13.89607143,11.91400719,304746400
2011/12/8,13.98035717,14.125,13.9367857,13.95214272,11.96207905,376356400
2011/12/9,14.03035736,14.0728569,13.96535683,14.05785656,12.05271339,296993200
2011/12/12,13.98857117,14.06785679,13.90892887,13.99428558,11.99820805,301067200
2011/12/13,14.03571415,14.12142944,13.82499981,13.88607121,11.90543365,338928800
2011/12/14,13.81071377,13.83500004,13.48857117,13.57821369,11.64148808,406887600
2011/12/15,13.69035721,13.70499992,13.51107121,13.53357124,11.60321331,256200000
2011/12/16,13.58428574,13.71964264,13.55607128,13.60785675,11.6669054,421478400
2011/12/19,13.65964317,13.74464321,13.58857059,13.65035725,11.70334053,235530400
2011/12/20,13.84857082,14.14642906,13.83071423,14.14107132,12.12406063,337215200
2011/12/21,14.16749954,14.18928623,14.00035667,14.15892887,12.13936901,262948000
2011/12/22,14.17857075,14.25464344,14.14642906,14.23392868,12.20367432,202358800
2011/12/23,14.27464294,14.41392899,14.26749992,14.40464306,12.35004044,269399200
2011/12/27,14.39642906,14.61035728,14.3935709,14.51892853,12.4480238,265076000
2011/12/28,14.53178596,14.5803566,14.33357143,14.38000011,12.32890892,228662000
2011/12/29,14.40714264,14.48750019,14.30392933,14.46857071,12.4048481,215978000
2011/12/30,14.41107082,14.51000023,14.41035748,14.46428585,12.40117359,179662000
2012/1/3,14.62142944,14.7321434,14.6071434,14.6867857,12.59193707,302220800
2012/1/4,14.6428566,14.81000042,14.61714268,14.76571369,12.65960693,260022000
2012/1/5,14.81964302,14.94821358,14.73821354,14.92964268,12.80015373,271269600
2012/1/6,14.991786,15.09821415,14.97214317,15.08571434,12.93396854,318292800
2012/1/9,15.19642925,15.27678585,15.04821396,15.0617857,12.91345024,394024400
2012/1/10,15.21107101,15.21428585,15.05357075,15.11571407,12.95968437,258196400
2012/1/11,15.09571362,15.10178566,14.97535706,15.09107113,12.93855762,215084800
2012/1/12,15.08142853,15.10357094,14.9553566,15.04964256,12.90303898,212587200
2012/1/13,14.98928642,15.01607132,14.95214272,14.99321365,12.85465813,226021600
2012/1/17,15.14999962,15.21392918,15.10571384,15.16785717,13.00439167,242897200
2012/1/18,15.2485714,15.33821392,15.22500038,15.32535744,13.13942719,276791200
2012/1/19,15.36250019,15.40607071,15.23250008,15.27678585,13.09778404,261738400
2012/1/20,15.26749992,15.2678566,14.99107075,15.01071358,12.86966324,413974400
2012/1/23,15.09535694,15.30178642,15.08214283,15.26464272,13.08737564,306062400
2012/1/24,15.18214321,15.18214321,14.98392868,15.01464272,12.87303257,547638000
2012/1/25,16.22999954,16.23035622,15.84749985,15.95214272,13.67680931,958314000
2012/1/26,16.01285744,16.0282135,15.82642937,15.87964344,13.61465168,323985200
2012/1/27,15.86928558,16.01714325,15.84892941,15.97428608,13.69579411,299709200
2012/1/30,15.91821384,16.21071434,15.90678596,16.17892838,13.87124729,379341200
2012/1/31,16.27107048,16.36571312,16.18107033,16.30285645,13.97749901,391683600
2012/2/1,16.37178612,16.39249992,16.26964378,16.29249954,13.96862411,270046000
2012/2/2,16.28214264,16.32749939,16.21357155,16.25428581,13.93585968,186796400
2012/2/3,16.33214378,16.4285717,16.27000046,16.41714287,14.07548523,286599600
2012/2/6,16.37071419,16.60642815,16.36428642,16.57035637,14.20684433,249412800
2012/2/7,16.6160717,16.7767868,16.59214211,16.74392891,14.35565853,316223600
2012/2/8,16.8035717,17.0282135,16.77499962,17.02428627,14.59603024,407890000
2012/2/9,17.17000008,17.7410717,17.16285706,17.61321449,15.10095692,884214800
2012/2/10,17.5342865,17.77214241,17.44821358,17.62214279,15.10861206,631302000
2012/2/13,17.84035683,17.99392891,17.75321388,17.95000076,15.38969803,517216000
2012/2/14,18.02357101,18.19857025,17.9285717,18.19499969,15.5997591,460398400
2012/2/15,18.36642838,18.7960701,17.74607086,17.7739296,15.2387476,1506120000
2012/2/16,17.5535717,18.03178596,17.37964249,17.9360714,15.37775898,944552000
2012/2/17,17.96821404,18.13464355,17.86785698,17.93285751,15.37500477,535805200
2012/2/21,18.10285759,18.38750076,18.00428581,18.38750076,15.76480103,605595200
2012/2/22,18.32428551,18.41035652,18.18107033,18.3228569,15.70937824,483302400
2012/2/23,18.39571381,18.49392891,18.1964283,18.44249916,15.81195641,568027600
2012/2/24,18.55964279,18.67499924,18.52285767,18.65749931,15.99629021,415072000
2012/2/27,18.61821365,18.875,18.43857193,18.77714348,16.09887123,547582000
2012/2/28,18.8557148,19.12178612,18.78035736,19.12178612,16.39435768,600387200
2012/2/29,19.34142876,19.55750084,19.13214302,19.37285614,16.6096096,952011200
2012/3/1,19.57749939,19.5789299,19.24178505,19.44535637,16.67176819,683270000
2012/3/2,19.43714333,19.52857018,19.37571335,19.47071457,16.69351006,431712400
2012/3/5,19.47928619,19.55285645,18.7857132,19.04142952,16.32546043,809124400
2012/3/6,18.70214272,19.06035614,18.43642807,18.93785667,16.23665619,810238800
2012/3/7,19.17142868,19.20642853,18.68928528,18.95321465,16.24982643,798520800
2012/3/8,19.09607124,19.39249992,19.00428581,19.35678673,16.59583282,516457200
2012/3/9,19.4360714,19.56214333,19.39678574,19.47035789,16.69320869,418919200
2012/3/12,19.60642815,19.7142868,19.5357132,19.7142868,16.90233994,407282400
2012/3/13,19.91214371,20.29214287,19.8482132,20.28928566,17.39532852,690855200
2012/3/14,20.64464378,21.23999977,20.54999924,21.05642891,18.05305099,1418844000
2012/3/15,21.41464233,21.42892838,20.66250038,20.91285706,17.92995453,1159718000
2012/3/16,20.88285637,21.04285622,20.6428566,20.91321373,17.93026161,825487600
2012/3/19,21.37035751,21.49178505,21.03750038,21.46785736,18.40579033,901236000
2012/3/20,21.41107178,21.67499924,21.12428665,21.6414299,18.55460548,816662000
2012/3/21,21.52642822,21.77321434,21.47892952,21.5178566,18.4486599,644042000
2012/3/22,21.34928513,21.5892868,21.26892853,21.40500069,18.3519001,623870800
2012/3/23,21.44607162,21.49285698,21.22857094,21.28750038,18.25115967,430488800
2012/3/26,21.4210701,21.68392944,21.25928688,21.67785645,18.58584023,595742000
2012/3/27,21.64928627,22.01000023,21.64500046,21.94571495,18.81549072,607129600
2012/3/28,22.08499908,22.19464302,21.79678535,22.05785751,18.91163254,655460400
2012/3/29,21.88500023,22.02000046,21.68678665,21.78071404,18.67402649,608238400
2012/3/30,21.74178505,21.80571365,21.35499954,21.41250038,18.35833359,731038000
2012/4/2,21.49392891,22.09892845,21.44214249,22.09392929,18.94256783,598351600
2012/4/3,22.40357018,22.5789299,22.23250008,22.47571373,19.26989365,834559600
2012/4/4,22.29821396,22.35214233,22.0357132,22.29678535,19.1164875,572980800
2012/4/5,22.39214325,22.66642952,22.26428604,22.63142967,19.40340614,641298000
2012/4/9,22.36178589,22.85142899,22.33214378,22.72249985,19.48148346,597536800
2012/4/10,22.85464287,23,22.3571434,22.44428635,19.24294853,889725200
2012/4/11,22.72142982,22.74535751,22.26214218,22.36428642,19.17436028,696614800
2012/4/12,22.3214283,22.54750061,22.1607132,22.24178505,19.06933212,614336800
2012/4/13,22.28964233,22.31071472,21.55392838,21.61535645,18.53224945,859644800
2012/4/16,21.78785706,21.79571342,20.6517868,20.71892929,17.76369286,1050786800
2012/4/17,20.67642975,21.7857132,20.42535782,21.77499962,18.66912842,1025528000
2012/4/18,21.91857147,22.1517868,21.52535629,21.72642899,18.62747765,954531200
2012/4/19,21.43642807,21.59749985,20.87571335,20.97999954,17.9875145,834719200
2012/4/20,21.12071419,21.23642921,20.37214279,20.46357155,17.54474449,1030985200
2012/4/23,20.37892914,20.59535789,19.87928581,20.41785622,17.5055542,966529200
2012/4/24,20.09321404,20.27464294,19.8214283,20.01000023,17.15587044,1076149200
2012/4/25,21.98714256,22.0714283,21.6428566,21.7857132,18.67830849,905777600
2012/4/26,21.93821335,21.95321465,21.50464249,21.70357132,18.60788727,536068400
2012/4/27,21.60964394,21.64928627,21.4464283,21.5357132,18.46397018,406722400
2012/4/30,21.35000038,21.37142944,20.8214283,20.85642815,17.88157654,506144800
2012/5/1,20.88928604,21.31285667,20.75821495,20.79035759,17.82492447,610999200
2012/5/2,20.72285652,20.97857094,20.67357063,20.92785645,17.94280815,427389200
2012/5/3,21.0892868,21.12142944,20.72500038,20.77928543,17.81543159,390549600
2012/5/4,20.61000061,20.65571404,20.18464279,20.1875,17.30805779,529992400
2012/5/7,20.0535717,20.45607185,20.04392815,20.33857155,17.43758392,460118400
2012/5/8,20.34214211,20.4107132,19.95464325,20.29214287,17.39778328,497252000
