date,tic,open,high,low,close,adjcp,volume,macd,rsi,cci,adx,tic_change,mfi,cpop,cpcpy,turbulence
20200707,AAPL,93.85250092,94.65499878,93.05750275,93.17250061,92.27577209,112424400,3.0752850135351513,64.49368439433057,121.43286737855392,36.17048969016755,0.0,0.6414057266537851,-0.6800003099999969,-0.2900009199999971,419.0812369317781
20200707,ADBE,452.5899963378906,459.4400024414063,448.7200012207031,449.3599853515625,449.3599853515625,2684600,16.314640496891347,63.84340636817134,130.80718569066659,42.37857665797301,0.0,0.7601764891586017,-3.230010986328125,-3.230010986328125,419.0812369317781
20200707,ADI,121.69000244140624,124.36000061035156,121.54000091552734,122.62000274658205,119.45999908447266,1920300,1.9490562108610727,55.62793306762897,66.98348743999034,22.65956176220531,0.0,0.4307771080286049,0.9300003051758096,-1.0,419.0812369317781
20200707,ADP,149.97999572753906,150.99000549316406,146.7100067138672,147.0,143.1721954345703,1298900,0.6456447768316309,50.03792465673796,-17.049432063692304,13.49213327974045,0.0,0.5482249662335223,-2.9799957275390625,-3.7299957275390634,419.0812369317781
20200707,ADSK,243.1199951171875,245.6000061035156,238.8000030517578,238.94000244140625,238.94000244140625,993500,7.911137653126731,60.77865815630787,76.37764407373842,25.354054038975764,0.0,0.6523219556308921,-4.17999267578125,-5.419998168945341,419.0812369317781
20200707,AEP,81.30000305175781,82.56999969482422,80.63999938964844,82.38999938964844,78.24050903320312,2944900,-0.2379145296206531,49.66590486037736,-23.007621213997165,13.788752977811196,0.0,0.3026855874831458,1.089996337890625,0.26999664306640625,419.0812369317781
20200707,ALGN,281.8800048828125,284.489990234375,274.41000366210943,274.70999145507807,274.70999145507807,449400,8.571468195089778,57.16642610822632,93.65160314342981,30.840049767595215,0.0,0.5404444597249686,-7.170013427734432,-7.730010986328182,419.0812369317781
20200707,AMAT,63.38000106811523,63.83000183105469,62.02999877929688,62.18000030517578,61.35458755493164,5078200,1.4792881515406364,56.64149644629578,135.34929472909621,28.17861608778501,0.0,0.5198170720269024,-1.200000762939446,-1.279998779296875,419.0812369317781
20200707,AMD,53.27999877929688,54.16999816894531,52.86000061035156,52.93000030517578,52.93000030517578,32153100,-0.3176194733187856,50.66468710523697,-0.04686951641592151,12.961155401673233,0.0,0.5122829096778165,-0.3499984741211009,-0.4700012207031179,419.0812369317781
20200707,AMGN,253.6000061035156,258.91000366210943,252.08999633789062,253.1499938964844,242.2737579345703,2365900,6.739062387127774,59.480747786852845,193.7623805107076,59.04531241131835,0.0,0.8006629723276084,-0.4500122070311932,-3.1000061035155966,419.0812369317781
20200707,AMZN,3058.550048828125,3069.550048828125,2990.0,3000.1201171875,3000.1201171875,5257500,123.7319155530904,69.16889364685204,190.79636441530684,66.1294118468491,0.0,0.7306058516979419,-58.429931640625,-56.919921875,419.0812369317781
20200707,ASML,385.3999938964844,388.6099853515625,381.8699951171875,382.0199890136719,378.4521789550781,410900,13.176971515666141,64.05084242995042,144.03333453629958,41.32656457945801,0.0,0.6794038386061683,-3.3800048828125,-3.44000244140625,419.0812369317781
20200707,ATVI,79.0,80.37999725341797,78.38999938964844,78.5,78.12174224853516,6038800,1.7633539230705964,60.825269298469856,135.63458926599992,42.3210173248269,0.0,0.8784629562529139,-0.5,-0.1699981689453125,419.0812369317781
20200707,AVGO,317.3399963378906,318.1600036621094,312.54998779296875,313.1199951171875,300.70831298828125,1615000,6.311283340939838,55.963780807239495,63.24565706874573,21.660739717946267,0.0,0.6337555939460485,-4.220001220703125,-5.670013427734375,419.0812369317781
20200707,AZN,53.5,54.27999877929688,53.43000030517578,53.47000122070313,51.62639617919922,3747500,0.16412297132409748,53.28437477974085,32.64383198857841,14.286119073131525,0.0,0.755824253302393,-0.029998779296867895,-0.6299972534179616,419.0812369317781
20200707,BIDU,130.0,132.0,127.81999969482422,127.83000183105469,127.83000183105469,2804600,4.320683901283971,59.6184242320392,131.67073557331386,35.705711519569576,0.0,0.4815576435184502,-2.1699981689453125,-5.099990844726534,419.0812369317781
20200707,BIIB,269.29998779296875,272.04998779296875,267.57000732421875,268.35000610351557,268.35000610351557,2069800,-8.448009727344811,43.49539959812581,-55.87113356671802,15.240672852507313,0.0,0.4800819171086749,-0.9499816894531818,-1.4499816894531818,419.0812369317781
20200707,BKNG,1681.3599853515625,1697.3299560546875,1654.6600341796875,1657.449951171875,1657.449951171875,267100,11.581233165936967,52.406237378059465,-1.1256521448095664,22.04560706965746,0.0,0.4977317427924202,-23.9100341796875,-46.31005859375,419.0812369317781
20200707,CDNS,98.66000366210938,100.95999908447266,98.47000122070312,98.7699966430664,98.7699966430664,1360500,2.7737742820456504,64.22485063930246,194.94392565207582,36.7087632624049,0.0,0.6793005263302831,0.10999298095703124,0.02999877929688921,419.0812369317781
20200707,CHTR,522.739990234375,532.3400268554689,521.97998046875,528.02001953125,528.02001953125,852800,-0.27727198882860193,53.85615237888575,4.533795752998415,22.680097362096003,0.0,0.3424802254715741,5.280029296875,1.7300415039061363,419.0812369317781
20200707,CMCSA,40.040000915527344,40.349998474121094,40.0,40.06999969482422,39.16395950317383,19404700,0.11820703843544322,52.58724837824091,15.63352592142757,14.54397538879483,0.0,0.5711730994204881,0.029998779296875,-0.26000213623046875,419.0812369317781
20200707,CME,164.24000549316406,166.75,163.88999938964844,165.61000061035156,159.6387939453125,1630000,-4.294727493058076,44.04346353071156,-104.69643260481922,16.35921889554495,0.0,0.34436573025911243,1.3699951171875,-0.19000244140625,419.0812369317781
20200707,COST,310.0199890136719,318.04998779296875,309.7200012207031,316.2300109863281,304.5828857421875,3346600,1.3051529848625592,56.63666551833394,176.41404104851222,36.80864017806571,0.0,0.6670360791442129,6.21002197265625,4.740020751953125,419.0812369317781
20200707,CSCO,46.11999893188477,46.290000915527344,45.56000137329102,45.63000106811523,43.92495727539063,17102800,0.2226201659983431,51.88476008862491,-26.402212796226486,9.61069139357183,0.0,0.5492628040269422,-0.4899978637695455,-0.7899971008300852,419.0812369317781
20200707,CSX,23.143333435058594,23.34333229064941,22.78333282470703,22.84000015258789,22.445165634155273,8724000,-0.027759704007902286,50.50823160452254,-55.6370657929761,14.800123744112284,0.0,0.2916647273430043,-0.3033332824707031,-0.5766677856445348,419.0812369317781
20200707,CTAS,270.8800048828125,272.92001342773443,269.07998657226557,269.98001098632807,264.78671264648443,442200,4.788735338857805,55.861792642056294,30.25450983625132,13.853566000839642,0.0,0.4378828872486529,-0.8999938964844318,-3.649993896484432,419.0812369317781
20200707,CTSH,55.52000045776367,56.4000015258789,55.36000061035156,55.849998474121094,54.80958938598633,2604600,0.4499729012746414,51.30429489866357,34.03984782878578,25.700096066905857,0.0,0.501658665284864,0.3299980163574219,-0.4099998474121094,419.0812369317781
20200707,DXCM,427.3999938964844,439.489990234375,424.17999267578125,425.8599853515625,425.8599853515625,1032700,10.573704002920293,60.264649177499216,171.75533485295782,34.815858147977856,0.0,0.6052953127372285,-1.540008544921875,2.67999267578125,419.0812369317781
20200707,EA,133.8699951171875,137.41999816894528,133.80000305175778,134.77999877929688,134.11474609375,1895900,3.780606622195521,64.19291706389683,119.97641719490359,50.355279477397325,0.0,0.8070666637197665,0.910003662109375,0.5099945068359375,419.0812369317781
