,0
0,8424.40056278021
1,13720.46204876341
2,12289.79559278139
3,2310.6898771107662
4,7360.655670184875
5,2862.9714171115775
6,335.5413205411751
7,5952.666748474585
8,-2975.856831287965
9,-296.4105413421057
10,-1457.8209470661823
11,3866.385450111702
12,6634.601290652296
13,8909.552705059992
14,12248.69475905574
15,-1415.8538249519188
16,6493.272992077982
17,-45.36766803218052
18,-10748.888589723036
19,383.51191597105935
20,4339.404325553682
21,88.57800588640384
22,1184.4328071062919
23,7547.233160241507
24,3023.0992386825383
25,6587.118900242029
26,16922.576010446297
27,3780.612824708922
28,-1834.3637367668562
29,8599.141128610587
30,1111.008145816857
31,-3594.2037149218377
32,9294.390808772761
33,2653.4149841691833
34,-6363.044288645498
35,3580.675580330193
36,-1179.6810411505867
37,35292.623418600764
38,8388.625286359107
39,-1532.1293557987083
40,3371.91467032535
41,-6059.551096381154
42,847.1093511092477
43,2113.432084989967
44,3691.4429577176925
45,5414.81364843715
46,6912.182238927577
47,-2061.859865193488
48,7028.84740816406
49,-375.0311625599861
50,-780.4501574006863
51,1135.101716456702
52,-16097.725079735741
53,8691.937537465477
54,-2844.533582094824
55,5055.483092269627
56,8241.44075881457
57,8983.617104270961
58,5517.064656093717
59,105.48341997084208
60,-1790.4748761700466
61,841.3054977483116
