,0
0,2363305.1249550525
1,2389112.855454889
2,2338999.4856368643
3,2364461.256325181
4,2393151.994470347
5,2421967.673830193
6,2433302.484342257
7,2457401.1616684063
8,2451681.780904319
9,2470235.560485454
10,2429849.2760993633
11,2441598.8503830307
12,2407072.6352382107
13,2417147.5459123263
14,2442538.945215961
15,2449700.6716679903
16,2477250.681461058
17,2472481.2072511264
18,2493342.470050544
19,2471209.8296936844
20,2478188.710301413
21,2500833.8175595235
22,2485837.3907235316
23,2477593.624967232
24,2517531.963591241
25,2527034.045440638
26,2530340.197719256
27,2532768.397017879
28,2523045.2918811827
29,2541373.9896063716
30,2573748.5224642367
31,2581805.16177399
32,2592066.0249499823
33,2591513.9244415616
34,2605991.7205830314
35,2605715.4296236327
36,2632437.057170304
37,2635079.9585260544
38,2655181.521418853
39,2639687.750513864
40,2609626.9446487282
41,2597101.2981538638
42,2604731.1272476963
43,2604308.018235086
44,2628175.203223386
45,2611465.28645731
46,2589084.1814217702
47,2600589.448445857
48,2603656.9281072747
49,2607249.1476499764
50,2638156.6860821624
51,2658454.958121237
52,2668484.8381442814
53,2703276.4443552727
54,2726961.6924550044
55,2724714.6956830183
56,2725343.3977312245
57,2728390.7032338674
58,2722625.0102639613
59,2693286.4882889027
60,2696479.3481033104
61,2741686.008221979
62,2720158.2830124865
