datadate,tic,adjcp,open,high,low,volume,macd,rsi,cci,adx,turbulence,tic_change
20180405,AAPL,172.8,172.58,174.2304,172.08,26750260.0,-1.1340677584928756,50.9068952597789,-23.23165191558909,2.7793478374499947,70.92659567532252,0.0
20180405,AXP,94.2,94.2,95.05,93.8,2449755.0,-0.9504451546120832,48.37873898547848,-29.115500021599136,5.105245895966473,70.92659567532252,0.0
20180405,BA,336.4,330.59,338.9599,330.26,6154232.0,-3.869575577284081,52.09036889622982,-22.89725372800941,19.993804979630927,70.92659567532252,0.0
20180405,CAT,148.13,146.51,148.879,146.47,4548550.0,-2.6222028768715115,47.39644429882967,-63.1364484575233,26.05812604000208,70.92659567532252,0.0
20180405,CSCO,41.82,41.5,42.02,41.38,29057260.0,-0.5240028856895833,48.99335556730267,-127.51729347521822,30.854248686137005,70.92659567532252,0.0
20180405,CVX,117.29,114.88,117.89,114.7,7030017.0,-0.22370144962006575,50.937921041229,125.12081497495363,2.7892555015164358,70.92659567532252,0.0
20180405,DD,196.33963396339638,192.0492049204921,196.84968496849686,191.83918391839183,9765951.0,-5.720250989384539,44.461095399869535,-65.9504246268206,19.53360129581415,70.92659567532252,0.0
20180405,DIS,102.11,101.36,102.38,100.98,6558198.0,-1.2312413581588686,47.50219806942192,-28.29555708193727,4.1121126501816825,70.92659567532252,0.0
20180405,GS,255.81,254.5,258.0,253.4,1924163.0,-3.167445763513456,49.14756490559533,-47.07020570007814,18.32660369157609,70.92659567532252,0.0
20180405,HD,179.13,178.0,180.04,177.31,3673563.0,-1.9789047322214801,48.1747718376846,-6.772658856192544,15.835596849186478,70.92659567532252,0.0
20180405,IBM,154.03,154.44,154.92,153.34,3170798.0,-1.2535025672259508,48.53520230562873,-35.36825387483294,11.096736170533312,70.92659567532252,0.0
20180405,INTC,50.38,50.01,50.7199,49.97,24757310.0,0.3925589982074982,53.551723339300956,4.673582118229215,2.896010254487663,70.92659567532252,0.0
20180405,JNJ,130.71,130.41,131.2,129.5,5594740.0,-1.0341501539855358,47.90459955550698,13.667683131074787,18.539654889351322,70.92659567532252,0.0
20180405,JPM,111.88,111.63,112.83,111.39,16612410.0,-1.2214057110657706,50.31356643658742,-36.603137348575906,13.510661706471241,70.92659567532252,0.0
20180405,KO,44.4,44.28,44.61,43.94,11538470.0,-0.15887270292668632,50.39065719556989,105.297369464076,4.408556289582539,70.92659567532252,0.0
20180405,MCD,163.95,162.4,164.5615,161.75,4457268.0,0.15031911464990344,52.26306590869145,133.21919965874534,4.478726923874714,70.92659567532252,0.0
20180405,MMM,218.67,218.64,220.31,216.56,2810348.0,-5.336482452934206,43.0302583083006,-94.62572635799243,31.284329526506014,70.92659567532252,48.0
20180405,MRK,54.53,55.06,55.38,54.44,12475270.0,-0.34527045301446435,46.499317611153096,25.45358422404729,7.410336971839869,70.92659567532252,0.0
20180405,MSFT,92.38,92.435,93.065,91.4,29686720.0,-0.4743823939232073,51.935112116640155,-20.709815129567573,1.433912947737989,70.92659567532252,-99.99983978271484
20180405,NKE,69.59,68.5,69.78,68.39,9040261.0,0.3426522432760493,57.80157485521024,202.99331702833896,15.149797402603829,70.92659567532252,-99.98733520507812
20180405,PFE,35.73,35.67,36.0025,35.535,23982410.0,-0.1606754496154963,48.87101120163445,-35.28285114356663,12.809170566503706,70.92659567532252,1.0
20180405,PG,78.8,79.09,79.3218,78.51,7842273.0,-0.7126948392686501,43.22503546816493,-10.14306512459128,11.942796171003089,70.92659567532252,100.0
20180405,RTX,125.76,126.45,126.6,124.96,3993475.0,-1.5260564582040246,47.03134243343787,-68.33268818247325,26.58283941419656,70.92659567532252,0.0
20180405,TRV,139.29,139.2,140.03,138.05,1209603.0,-0.624280185750905,50.67733879853826,-11.362933319675188,18.010781960747853,70.92659567532252,0.0
20180405,UNH,229.07,229.46,231.58,226.795,3341467.0,-0.8772232586149755,52.729429157628346,81.48912380182789,15.938706559256735,70.92659567532252,0.0
20180405,V,121.19,121.0,122.01,120.37,6808420.0,-0.6169822626111312,51.548038299782235,-13.090377562628358,9.790602992279029,70.92659567532252,-19.06304931640625
20180405,VZ,48.24,47.98,48.345,47.6762,10148870.0,-0.4133317073596743,46.762811535416525,-1.43341410670924,13.213524736900046,70.92659567532252,0.0
